name	house_type	bed_number	comment_num	price	discount	link
Hills Boutique老弄堂里的露台民宿/2房1卫/2号线7号线	独立房间	2室1卫3床	13	680	Null	https://www.airbnb.cn/rooms/39871375?previous_page_section_name=1000
早安,上海!衡复文化区，地铁10.11号交通大学站直达虹桥站，迪士尼，新天地，南京东路,城隍庙 !	整套公寓	1室1.5卫1床	154	368	Null	https://www.airbnb.cn/rooms/22866964?previous_page_section_name=1000
《疫情可入住》原木工业时尚设计◇可做饭近淮海中路徐家汇武康大楼交大地铁零距离☆地铁11号线直达迪士尼	整套公寓	2室1卫2床	29	528	Null	https://www.airbnb.cn/rooms/20400570?previous_page_section_name=1000
富士山下 日式和风屋 步行1分钟至地铁汉中路站，近人民广场 南京路 新天地	整套公寓	1室1卫1床	7	250	Null	https://www.airbnb.cn/rooms/41119760?previous_page_section_name=1000
【星月】市中心四床两卫&毗邻外滩、人广、东方明珠、南京路步行街、豫园@可直达迪士尼&步行地铁站3分钟	整套公寓	3室2卫4床	4	332	Null	https://www.airbnb.cn/rooms/40873724?previous_page_section_name=1000
梧桐树下尖顶天窗Loftx法式小阳台x家庭投影 |IAPM环贸/地铁9 10 12号线/双卫可住四人	整间LOFT	1室1.5卫2床	80	418	Null	https://www.airbnb.cn/rooms/32028132?previous_page_section_name=1000
【彩云の飘窗4k影音休闲小屋】南京东路,大悦城，曲阜路地铁站8 /12号线地铁	独立房间	1室2卫1床	256	199	Null	https://www.airbnb.cn/rooms/19665954?previous_page_section_name=1000
【每客消毒】ohdarling 落地窗东方明珠 外滩人民广场城隍庙步行距离 有投影有电梯 酒店式公寓	整套公寓	1室1卫1床	71	308	Null	https://www.airbnb.cn/rooms/38315916?previous_page_section_name=1000
【9'】复古文艺/南京东路步行街零距离/超大落地窗两房/2/10号线两分钟	整套公寓	2室1卫2床	6	423	Null	https://www.airbnb.cn/rooms/43245597?previous_page_section_name=1000
田子坊，瑞金医院，loft超美新式里弄，一楼带院子，来上海探望春天	整间LOFT	2室1卫0床	11	399	Null	https://www.airbnb.cn/rooms/42696900?previous_page_section_name=1000
2&高层景观投影房3/4/8号线三条地铁北欧公寓，近外滩城隍庙…	整套公寓	1室1卫1床	10	243	Null	https://www.airbnb.cn/rooms/39509541?previous_page_section_name=1000
[醒家民宿]3831百寸投影电视有独用小院子独门进出的干净套房	整套公寓	1室1卫1床	34	349	Null	https://www.airbnb.cn/rooms/31002802?previous_page_section_name=1000
【番禺路+静安寺商圈】75m² 简约温馨可做饭一室一厅公寓	整套公寓	1室1卫1床	19	458	Null	https://www.airbnb.cn/rooms/33477665?previous_page_section_name=1000
Wepark芳草寓 淑女泡泡屋	整套公寓	1室1.5卫1床	0	220	Null	https://www.airbnb.cn/rooms/43471180?previous_page_section_name=1000
【长租优惠】珍稀市中心别墅老洋房 2/3/4号线中山公园零距离/直达外滩/烛光晚餐/巨幕私人影院/	整套房子	1室1卫2床	22	407	Null	https://www.airbnb.cn/rooms/21684532?previous_page_section_name=1000
毗邻静安寺豪华120平两房公寓	整套公寓	2室1卫2床	26	638	Null	https://www.airbnb.cn/rooms/23130163?previous_page_section_name=1000
徐汇区衡复文化区建国西路二楼大窗街景房	整套公寓	1室1卫1床	45	184	Null	https://www.airbnb.cn/rooms/14456915?previous_page_section_name=1000
近江苏路延安西路豪华舒适公寓房（不可做饭）/奕豪华2/点房东头像看房东其他房源更多房源供选择	整套公寓	1室1卫1床	14	358	Null	https://www.airbnb.cn/rooms/27468931?previous_page_section_name=1000
地铁11 号线5分钟步行/投影仪/日式简欧/南翔古镇/普陀体育公园/交通直达迪士尼/普陀桃浦瑞香小栈	整套公寓	2室1卫3床	0	178	Null	https://www.airbnb.cn/rooms/43335652?previous_page_section_name=1000
迪士尼超级粉丝房东 冬汐 复式双层整套 位于商业区地铁2号线直达浦东机场虹桥高铁东方明珠和外滩	整间LOFT	2室1卫2床	0	468	Null	https://www.airbnb.cn/rooms/43531990?previous_page_section_name=1000
中山公园 娄山关路 金虹桥 来福士 文艺ins风 智能家居 安心住 可做饭 有投影	独立房间	1室1卫1床	12	156	Null	https://www.airbnb.cn/rooms/39282825?previous_page_section_name=1000
外滩日式民俗风，日式榻榻米布置，江景酒店式公寓，步行五百米就到外滩，智能门锁密码自助入住。	整套公寓	1室1卫2床	252	728	Null	https://www.airbnb.cn/rooms/19821414?previous_page_section_name=1000
近外滩带两张双人床的黑白简约风单间配套	PLUS	Null	26	328	Null	https://www.airbnb.cn/rooms/plus/34172114?previous_page_section_name=1000
L&Z 市中心交通大学地铁站旁宜人两居室	整套公寓	2室1卫2床	40	320	Null	https://www.airbnb.cn/rooms/20821401?previous_page_section_name=1000
*年租特惠*灰调整套 乌鲁木齐中路/安福路/武康路/五原路+地铁5分钟常熟路 朝南卧+客厅+厨卫	整套房子	1室1卫1床	69	267	Null	https://www.airbnb.cn/rooms/13517054?previous_page_section_name=1000
「暖·弄堂记忆」1楼独门独院·观影泡浴·地铁线X3·IAPM核心商圈·淮海中路·陕西南路	整套公寓	1室1卫1床	12	525	Null	https://www.airbnb.cn/rooms/40301347?previous_page_section_name=1000
陆家嘴/免清洁费一口价/独立整套一居一卫/2,4,9号线/清洁卫生/一楼方便/松下新风系统	整套公寓	1室1.5卫1床	39	218	Null	https://www.airbnb.cn/rooms/37973321?previous_page_section_name=1000
【水泊堂前•叁】超值长租特惠，外滩边优秀建筑新设计公寓，超大投影+直面东方明珠，L10/12零距离	整套公寓	1室1卫1床	14	468	Null	https://www.airbnb.cn/rooms/40387699?previous_page_section_name=1000
【清白之年の独户独卫60寸影音小屋】南京东路,人民广场，大悦城,海宁路曲阜路地铁站 8号 9号线地铁	整套公寓	1室1卫1床	143	259	Null	https://www.airbnb.cn/rooms/24348405?previous_page_section_name=1000
【已全面消毒，长租优惠多】静安寺 南京西路 吴江路美食街 潮流时尚聚集地 摩登上海老洋房 精致两居室	整套房子	2室1.5卫2床	37	401	Null	https://www.airbnb.cn/rooms/30437868?previous_page_section_name=1000
【度影Studio】沪上最有腔调最嗲的网红永康路整租老上海里弄/Full of法式情怀/时尚淮海路	整套公寓	1室1.5卫1床	24	118	Null	https://www.airbnb.cn/rooms/35715404?previous_page_section_name=1000
【2日起租】特惠 IAPM环贸附近 近地铁 新天地 步行街 外滩起步价可达 白色恋人主题公寓	整套公寓	1室1.5卫1床	15	199	Null	https://www.airbnb.cn/rooms/35704094?previous_page_section_name=1000
复古简约淮海路外滩新天地的黄金地段*温馨浪漫一居室	整套房子	1室1卫1床	16	199	Null	https://www.airbnb.cn/rooms/34492093?previous_page_section_name=1000
【疫情期间仅长租，月租3300元】超迷你一房 套内独用卫生间 法式花园住宅	整套房子	1室1卫1床	35	110	Null	https://www.airbnb.cn/rooms/30224063?previous_page_section_name=1000
【大城小家公寓】双人房（1）外滩直达，8号线10号线地铁附近	整套公寓	1室1卫1床	13	258	Null	https://www.airbnb.cn/rooms/37161529?previous_page_section_name=1000
『海汐SEA』星空落地窗泳池1000平米庭院智能别墅 迪士尼接送	整套公寓	1室1卫2床	25	249	Null	https://www.airbnb.cn/rooms/37611181?previous_page_section_name=1000
已消毒可入住 11{四地铁交汇}畅游*清新一居/近光启城.衡山路/上海体育馆/第六人民医院	整套公寓	1室1卫1床	56	195	Null	https://www.airbnb.cn/rooms/30388936?previous_page_section_name=1000
【revival生活】——太原路白露里/租界梧桐街道/永康路/淮海中路/五官科医院/汾阳路音乐学院	整套公寓	1室1卫0床	37	331	Null	https://www.airbnb.cn/rooms/38040194?previous_page_section_name=1000
【每客消毒】Ohdarling 外滩零距离 优秀历史建筑 签证中心旁 有电梯有投影	整套公寓	1室1卫1床	3	258	Null	https://www.airbnb.cn/rooms/43463504?previous_page_section_name=1000
The room	独立房间	2室1卫1床	0	250	Null	https://www.airbnb.cn/rooms/30515683?previous_page_section_name=1000
【卿山小院】8分钟到南京西路站；巨鹿路上独门独院可好眠～ 一院绿意&独立影音室，可观影、可偷闲～	整套房子	1室1卫1床	84	676	Null	https://www.airbnb.cn/rooms/34493446?previous_page_section_name=1000
【坊间-香缇小筑】市中心里的上海风情/温馨一居Loft/近地铁	整栋别墅	1室1卫1床	4	198	Null	https://www.airbnb.cn/rooms/39640840?previous_page_section_name=1000
可长租！巨幕投影！南京西路巨鹿路温馨一房 市中心交通便利	整间LOFT	1室1卫1床	5	199	Null	https://www.airbnb.cn/rooms/38365708?previous_page_section_name=1000
【外滩·PLUS】270°全江景落地窗4居/外滩最佳视角/听外滩钟声/俯瞰百年外滩、豫园/身临其境。	整套公寓	4室2卫6床	38	1	Null	https://www.airbnb.cn/rooms/40788382?previous_page_section_name=1000
INS风长宁区浴缸投影近江苏路地铁站中山公园	整套公寓	1室1卫1床	6	328	Null	https://www.airbnb.cn/rooms/40975007?previous_page_section_name=1000
住进《小森林》里，陕西南路地铁步行五分钟，周边淮海中路外滩人民广场新天地南京路/机场火车站直达	PLUS	Null	104	539	Null	https://www.airbnb.cn/rooms/plus/28710351?previous_page_section_name=1000
陆家嘴商圈 近4号线 优选loft 宜家风	整间LOFT	1室1卫1床	0	198	Null	https://www.airbnb.cn/rooms/43520764?previous_page_section_name=1000
七彩虹紫色温馨公寓特色大床柳营路北宝兴路花园路中山北路虹口足球场凯德龙之梦鲁迅公园	整套公寓	1室1卫1床	13	255	Null	https://www.airbnb.cn/rooms/34215861?previous_page_section_name=1000
【CASA VERDE】新天地石库门洋房,地铁10/13/1号线步行2分钟,闹市中的老上海	整套公寓	1室1卫1床	4	227	Null	https://www.airbnb.cn/rooms/40525403?previous_page_section_name=1000
【炉香】淮海与南京西路商圈|巨鹿路网红街|步行淮海路地铁站|古典神秘的一居室就	整套房子	1室1.5卫1床	3	158	Null	https://www.airbnb.cn/rooms/40215538?previous_page_section_name=1000
文化之旅巴金故居隔壁出门就是湖南路武康路网红打卡点的优秀舒适崭新房源	整套公寓	1室1.5卫1床	0	270	Null	https://www.airbnb.cn/rooms/41657804?previous_page_section_name=1000
春来精品民宿 LOFT老洋房 | 近地铁L1/L10/L13 | 淮海中路 | 新天地	整间LOFT	1室1卫1床	6	341	Null	https://www.airbnb.cn/rooms/41170783?previous_page_section_name=1000
Stylish French-style Lanehouse on Yuyuan Lu	整套公寓	1室1卫1床	11	390	Null	https://www.airbnb.cn/rooms/40313165?previous_page_section_name=1000
东方明珠外滩景观，3卧室顶级舒适公寓，近8/10号线 Top bund/city view	整套公寓	3室2卫4床	0	539	Null	https://www.airbnb.cn/rooms/43341822?previous_page_section_name=1000
免费接送迪士尼乐园/免费接送迪士尼地铁站/免费寄送行李/投影/浴缸/有偿接机含双早102	整套房子	1室1卫1床	0	291	Null	https://www.airbnb.cn/rooms/43561871?previous_page_section_name=1000
相思比梦长之靠陕西南路地铁边五分钟外难三公里内,环茂,音乐学院田子坊，一大床一沙发床四人居	整套房子	1室1卫2床	57	288	Null	https://www.airbnb.cn/rooms/22463120?previous_page_section_name=1000
Wepark 芳草寓 流华	整套公寓	1室1.5卫1床	0	266	Null	https://www.airbnb.cn/rooms/43489712?previous_page_section_name=1000
市中心 法 租界 复古洋房 Shanghai city center retro studio.	整套公寓	1室1.5卫1床	32	253	Null	https://www.airbnb.cn/rooms/38055712?previous_page_section_name=1000
沐一的院子，酒，咖啡，茶，温暖总是都在；淮海路环贸商圈地铁1号/2号/10号/12号陕西南路站7号口	整间LOFT	1室1卫2床	27	705	Null	https://www.airbnb.cn/rooms/39103475?previous_page_section_name=1000
菊香满园陆家嘴新国际博览中心外滩迪士尼浦东机场/4条地铁金融中心商圈中心有管家高层高绿化/网红	独立房间	1室2卫1床	4	218	Null	https://www.airbnb.cn/rooms/37726901?previous_page_section_name=1000
【幕居】 斑斓·中山公园徐家汇交通大学•花园老洋房精致一宅	整套房子	1室1卫1床	0	238	Null	https://www.airbnb.cn/rooms/34427058?previous_page_section_name=1000
【限时折扣+超低清洁费】思南公馆/田子坊/日月光/瑞金医院市中心黄金位置全独用loft等你来体验	整间LOFT	1室1卫1床	116	258	Null	https://www.airbnb.cn/rooms/24462754?previous_page_section_name=1000
【江•阙】紧邻外滩轻奢高层复式loft，限时长租特惠，270度外滩江景城景，交通便捷近地铁10/12	整间LOFT	1室1卫1床	310	460	Null	https://www.airbnb.cn/rooms/12057767?previous_page_section_name=1000
【南京东路】❤ 外滩复式文艺小屋❤【人民广场】【外滩】【城隍庙】【豫园】近地铁交通便利	整间LOFT	2室1卫3床	9	248	Null	https://www.airbnb.cn/rooms/35469433?previous_page_section_name=1000
【星期八Sunday+】北外滩全新装修，上海唯一4K、120寸巨幕智慧型观影房，步行外滩5分钟	整套公寓	1室1卫2床	90	480	Null	https://www.airbnb.cn/rooms/26092954?previous_page_section_name=1000
月租优惠 安全消毒 安心入住 loft设计 清新可爱 亲子闺蜜 南京西路地铁步行5分钟	整套公寓	2室1卫2床	0	349	Null	https://www.airbnb.cn/rooms/42946488?previous_page_section_name=1000
愚园路干净1房，高性价比，无厨房，黄金地段	整套公寓	1室1卫1床	0	99	Null	https://www.airbnb.cn/rooms/43501981?previous_page_section_name=1000
入住徐家汇附近的Merry House公寓，可做饭看电视，近中山医院肿瘤医院，地铁肇嘉浜路东安路	PLUS	Null	55	213	Null	https://www.airbnb.cn/rooms/plus/27211555?previous_page_section_name=1000
A House静安大悦城复古美式森系风两室公寓景观房	整套公寓	2室1卫2床	20	528	Null	https://www.airbnb.cn/rooms/34223095?previous_page_section_name=1000
【宿食玩家】Happyhour！长租咨询有惊喜！朝南户型 新天地人广田子坊豫园西藏南路8/9号线对街	整套公寓	1室1卫0床	215	368	Null	https://www.airbnb.cn/rooms/15245050?previous_page_section_name=1000
在独享庭院里 “宅度假”|现代北欧风|紧邻地铁、直达迪士尼、近淮海徐汇商圈	整套房子	1室1卫2床	152	388	Null	https://www.airbnb.cn/rooms/22511146?previous_page_section_name=1000
新天地石库门建筑群里古朴温馨的复式带露台民宿	PLUS	Null	60	388	Null	https://www.airbnb.cn/rooms/plus/31999524?previous_page_section_name=1000
已消毒可入住07{四地铁交汇}畅游*清新一居/近光启城.衡山路/上海体育馆/第六人民医院	整套公寓	1室1卫1床	75	253	Null	https://www.airbnb.cn/rooms/30388150?previous_page_section_name=1000
NO.66 壹 號 宅，1920S石库门一居室带露台，毗邻田子坊，瑞金医院。3分钟可到地铁9号打浦桥	整套公寓	1室1卫1床	0	299	Null	https://www.airbnb.cn/rooms/43479505?previous_page_section_name=1000
可长租治愈小家&萌宠大院 | Loft式高架床温馨复合小小窝Cozy Room | 1、12、3号线	独立房间	1室1.5卫1床	8	114	Null	https://www.airbnb.cn/rooms/30102963?previous_page_section_name=1000
【宿食玩家】Happyhour！长租咨询有惊喜！朝南户型 新天地人广田子坊豫园西藏南路8/9号线对街	整套公寓	1室1卫0床	215	368	Null	https://www.airbnb.cn/rooms/15245050?previous_page_section_name=1000
*年租特惠*灰调整套 乌鲁木齐中路/安福路/武康路/五原路+地铁5分钟常熟路 朝南卧+客厅+厨卫	整套房子	1室1卫1床	69	267	Null	https://www.airbnb.cn/rooms/13517054?previous_page_section_name=1000
Wepark芳草寓 大玩咖房	整套公寓	2室1.5卫2床	0	220	Null	https://www.airbnb.cn/rooms/43471040?previous_page_section_name=1000
The room	独立房间	2室1卫1床	0	250	Null	https://www.airbnb.cn/rooms/30515683?previous_page_section_name=1000
在独享庭院里 “宅度假”|现代北欧风|紧邻地铁、直达迪士尼、近淮海徐汇商圈	整套房子	1室1卫2床	152	388	Null	https://www.airbnb.cn/rooms/22511146?previous_page_section_name=1000
魔都打卡圣地【微醺】W酒店同款外滩江景房	整套公寓	1室1卫1床	74	380	Null	https://www.airbnb.cn/rooms/24438220?previous_page_section_name=1000
复工7折【北尧.Gallery】窗外东方明珠/外滩百年历史建筑/苏州河畔line10/12	整套公寓	2室1卫2床	15	848	Null	https://www.airbnb.cn/rooms/41750657?previous_page_section_name=1000
小花园 Le Petit Jardin - 法式花园建筑/徐家汇中心淮海路上海图书馆旁距地铁100米	整套公寓	1室1卫1床	26	690	Null	https://www.airbnb.cn/rooms/40582686?previous_page_section_name=1000
「鹿米民宿」新天地轻奢景观高层两室一厅，近三地铁口多重商圈线，直达外滩/机场/高铁站/田子坊/石库门	整套公寓	2室1卫2床	35	498	Null	https://www.airbnb.cn/rooms/35963389?previous_page_section_name=1000
相思比梦长之靠陕西南路地铁边五分钟外难三公里内,环茂,音乐学院田子坊，一大床一沙发床四人居	整套房子	1室1卫2床	57	288	Null	https://www.airbnb.cn/rooms/22463120?previous_page_section_name=1000
小陈的小米之家	整套公寓	1室1卫3床	0	189	Null	https://www.airbnb.cn/rooms/43470858?previous_page_section_name=1000
NO.66 壹 號 宅，1920S石库门一居室带露台，毗邻田子坊，瑞金医院。3分钟可到地铁9号打浦桥	整套公寓	1室1卫1床	0	299	Null	https://www.airbnb.cn/rooms/43479505?previous_page_section_name=1000
上海南京路外滩民宿大床房一居室	整套公寓	1室1卫1床	3	178	Null	https://www.airbnb.cn/rooms/33111270?previous_page_section_name=1000
【延安西路+番禺路】豪华一室一厅公寓地铁覆盖直达外滩 /迪士尼/机场	整套公寓	1室1卫1床	5	458	Null	https://www.airbnb.cn/rooms/33231025?previous_page_section_name=1000
东方明珠景观 外滩/南京路/人民广场/豫园舒适	整套公寓	1室1卫1床	46	228	Null	https://www.airbnb.cn/rooms/26040484?previous_page_section_name=1000
长宁55平套房 (无厨房）	整套公寓	1室1卫1床	0	358	Null	https://www.airbnb.cn/rooms/31078650?previous_page_section_name=1000
栖梧-贰02，五原路独门进出的雅致洋房Loft，梧桐树下体验老上海风情，静安徐汇中心，紧邻地铁	PLUS	Null	226	398	Null	https://www.airbnb.cn/rooms/plus/16907140?previous_page_section_name=1000
日式榻榻米/虹桥火车站机场/上海动物园/十号线地铁站	公寓客房	1室1.5卫1床	7	170	Null	https://www.airbnb.cn/rooms/43159867?previous_page_section_name=1000
HushCabin/永嘉路市中心/Soft现代纯木温暖洋房/可正常入住不隔离 /每客一消毒/可加床	整套公寓	1室1卫1床	30	418	Null	https://www.airbnb.cn/rooms/40039965?previous_page_section_name=1000
*年租特惠*灰调整套 乌鲁木齐中路/安福路/武康路/五原路+地铁5分钟常熟路 朝南卧+客厅+厨卫	整套房子	1室1卫1床	69	267	Null	https://www.airbnb.cn/rooms/13517054?previous_page_section_name=1000
【晓房子-复古之夜a】市中心海派老上海景观高层，享奢华大客厅，步行至江苏路/静安寺，2/7/11号线	独立房间	1室1卫1床	28	316	Null	https://www.airbnb.cn/rooms/36361274?previous_page_section_name=1000
【LuLu家-丹麦】可接拍摄 武康路上的秘密花园/淮海路/五原路/交通大学/外滩 迪斯尼直达	整套公寓	1室1卫2床	12	589	Null	https://www.airbnb.cn/rooms/38937091?previous_page_section_name=1000
云和诗句 Cloud and Poem 上海市中心/复兴中路/可爱猫咪/梧桐树下的老洋房	独立房间	1室1.5卫1床	26	325	Null	https://www.airbnb.cn/rooms/40404425?previous_page_section_name=1000
福楼（53）永康路咖啡街的迷人 loft 两人公寓	整套公寓	1室1卫1床	0	110	Null	https://www.airbnb.cn/rooms/43610252?previous_page_section_name=1000
【懒悠悠管家民宿·永年家】黄埔石库门老洋房与新天地相邻地铁零距离到外滩人民广场直达迪士尼|家庭影院	整套公寓	2室1卫2床	38	499	Null	https://www.airbnb.cn/rooms/22974627?previous_page_section_name=1000
南外滩边上，城隍庙豫园附近，南浦大桥站隔壁的超实惠小公寓2100元包月含水电费	公寓客房	1室1卫1床	0	90	Null	https://www.airbnb.cn/rooms/43183348?previous_page_section_name=1000
云40号▌中式▌市中心,近外滩0距离,南京路，豫园城隍庙，大世界8号线，商旅，发票	整套公寓	1室1卫1床	3	199	Null	https://www.airbnb.cn/rooms/36247987?previous_page_section_name=1000
无需登记La Casa 南京西路入住浪漫地白色小居去畅玩上海	PLUS	Null	117	520	Null	https://www.airbnb.cn/rooms/plus/32949630?previous_page_section_name=1000
超大私人庭院 森系花园里的独栋纯白洋房 步行至耳鼻喉医院/衡山路地铁零距离/直达外滩等 可小型聚会	整套公寓	1室1卫1床	24	520	Null	https://www.airbnb.cn/rooms/41015049?previous_page_section_name=1000
【水泊堂前•肆】超值长租特惠，外滩百年历史建筑，MUJI风，景观浴缸直面东方明珠，L10/12直达	整套公寓	1室1.5卫1床	47	330	Null	https://www.airbnb.cn/rooms/36871424?previous_page_section_name=1000
人广/外滩/电梯房/可以看见外滩/ 近地铁	整套公寓	1室1卫2床	0	189	Null	https://www.airbnb.cn/rooms/41451401?previous_page_section_name=1000
外滩附近高层景观两居室/南京路步行街/近地铁	整套公寓	2室1.5卫2床	14	799	Null	https://www.airbnb.cn/rooms/36358009?previous_page_section_name=1000
[昔舍-土耳其舞曲]——毗鄰紹興路的海派公寓	整套公寓	1室2卫1床	62	649	Null	https://www.airbnb.cn/rooms/33534396?previous_page_section_name=1000
城家精选浦东陆家嘴崂山公寓A56	整套公寓	1室1卫1床	0	222	Null	https://www.airbnb.cn/rooms/24684980?previous_page_section_name=1000
FCC复兴中路1929年的原租界克莱门老洋房 地铁1/7/10号线10分钟	整套公寓	1室1卫1床	260	428	Null	https://www.airbnb.cn/rooms/9673120?previous_page_section_name=1000
「拾栖」迪士尼 八分钟接驳/超大双阳台落地全身镜+巨幕投影/温泉馆/地铁直达外滩	整套公寓	2室1卫2床	68	420	Null	https://www.airbnb.cn/rooms/39004038?previous_page_section_name=1000
靠近我-复古清新|外滩|南京东路步行街|城隍庙|300米地铁|生活交通便利|一楼独门进出loft一居	整间LOFT	1室1.5卫1床	69	388	Null	https://www.airbnb.cn/rooms/36799391?previous_page_section_name=1000
【PINK】南京西路地铁2/12/13 零距离直达，毗邻静安寺，南京西路商圈。	整套公寓	1室1卫1床	74	300	Null	https://www.airbnb.cn/rooms/22987442?previous_page_section_name=1000
魔都邂逅『久宿』⒂分钟虹橋機場.高鐡.國家會展◩門口地鐵⑨号通新天地.陸家嘴.田子坊◪近歡樂谷.瑪雅	整间LOFT	2室1卫1床	214	268	Null	https://www.airbnb.cn/rooms/19839795?previous_page_section_name=1000
魔都邂逅『久宿』⒂分钟虹橋機場.高鐡.國家會展◩門口地鐵⑨号通新天地.陸家嘴.田子坊◪近歡樂谷.瑪雅	整间LOFT	2室1卫1床	214	268	Null	https://www.airbnb.cn/rooms/19839795?previous_page_section_name=1000
中山公园、华东师范大学、华东政法大学、华东师大、华政、曹杨新村、距离地铁516米、靠近金沙江路	独立房间	1室1.5卫1床	137	138	Null	https://www.airbnb.cn/rooms/13499123?previous_page_section_name=1000
【武夷路】|市中心|中山公园|花园洋房|底楼带院子|闹中取静|复式错层|超大投影	整栋别墅	1室1卫2床	51	418	Null	https://www.airbnb.cn/rooms/6927371?previous_page_section_name=1000
*年租特惠*灰调整套 乌鲁木齐中路/安福路/武康路/五原路+地铁5分钟常熟路 朝南卧+客厅+厨卫	整套房子	1室1卫1床	69	267	Null	https://www.airbnb.cn/rooms/13517054?previous_page_section_name=1000
只接受拍摄使用!不可过夜!淮海中路/华亭路/法界老洋房独户loft/独立后花园/常熟路地铁步行2分钟	整间LOFT	1室1卫2床	57	519	Null	https://www.airbnb.cn/rooms/31701074?previous_page_section_name=1000
全屋消毒【外滩高层无敌江景复式】零距离到外滩|家里看见东方明珠|近步行街|城隍庙|地铁到迪士尼	整间LOFT	1室1卫2床	31	398	Null	https://www.airbnb.cn/rooms/33602805?previous_page_section_name=1000
[醒家民宿]1883南京西路繁华地段，近美食街，近地铁，明亮三卧影院套房	整套公寓	3室1.5卫3床	0	800	Null	https://www.airbnb.cn/rooms/43489749?previous_page_section_name=1000
【1928】网红浴缸外滩全景景观房；零距离接触外滩、南京路、城隍庙；在牛奶浴里感受江风与夜景	整套公寓	1室1卫1床	11	688	Null	https://www.airbnb.cn/rooms/38748574?previous_page_section_name=1000
福楼（59）永康路咖啡街+田子坊老上海经典石库门建筑	整套公寓	1室1.5卫1床	8	160	Null	https://www.airbnb.cn/rooms/39956153?previous_page_section_name=1000
【PINK】南京西路地铁2/12/13 零距离直达，毗邻静安寺，南京西路商圈。	整套公寓	1室1卫1床	74	300	Null	https://www.airbnb.cn/rooms/22987442?previous_page_section_name=1000
【喵汪物语】高端小区无需出入证。投影猫宅。泳池景观房。近新国展/科技馆/世纪公园	独立房间	1室1卫1床	121	210	Null	https://www.airbnb.cn/rooms/20923064?previous_page_section_name=1000
[太极]近淮海路老上海石库门洋房	PLUS	Null	240	568	Null	https://www.airbnb.cn/rooms/plus/8007495?previous_page_section_name=1000
[SH]Simple Studio-近人广/外滩/新天地-可长租	整套公寓	1室1.5卫1床	6	308	Null	https://www.airbnb.cn/rooms/37175067?previous_page_section_name=1000
【隐隅-B】虹桥CBD/LV尚嘉中心/ 国际贸易中心/古北西郊/带庭院一居室/按摩浴缸/私人聚会	整套公寓	1室1卫1床	4	409	Null	https://www.airbnb.cn/rooms/39142724?previous_page_section_name=1000
「一间森林」森林阳光大床房 | 毗邻南京路步行街&外滩&大世界丨地铁沿线丨阳光和你都在的早晨	青旅单间	1室1卫1床	3	255	Null	https://www.airbnb.cn/rooms/39759477?previous_page_section_name=1000
Sunshine Pond<阳光池塘>地铁10.11号交通大学站直达虹桥站，迪士尼，新天地，外滩 !	整套公寓	1室1.5卫1床	50	398	Null	https://www.airbnb.cn/rooms/35496694?previous_page_section_name=1000
Green Escape_徐家汇_超洁净床品_酒店式电梯公寓_24h Gym_田子坊/iapm/瑞金	整套公寓	1室1.5卫2床	61	397	Null	https://www.airbnb.cn/rooms/28217453?previous_page_section_name=1000
入住徐家汇附近的Merry House公寓，可做饭看电视，近中山医院肿瘤医院，地铁肇嘉浜路东安路	PLUS	Null	55	213	Null	https://www.airbnb.cn/rooms/plus/27211555?previous_page_section_name=1000
温馨一室户，江苏路地铁2.11号线，爱的小屋欢迎您	整套房子	1室1卫2床	3	268	Null	https://www.airbnb.cn/rooms/30970028?previous_page_section_name=1000
近商圈淮海中路/新天地/思南公馆/田子坊/环贸iapm/外滩/城隍庙/核心地段。	整套公寓	1室1卫1床	66	227	Null	https://www.airbnb.cn/rooms/37043863?previous_page_section_name=1000
【静安寺/徐家汇商圈-戏剧学院/华山医院】115m²大空间二房公寓】4条地铁，@魔都生活	整套公寓	2室1卫2床	10	638	Null	https://www.airbnb.cn/rooms/23510855?previous_page_section_name=1000
*年租特惠*灰调整套 乌鲁木齐中路/安福路/武康路/五原路+地铁5分钟常熟路 朝南卧+客厅+厨卫	整套房子	1室1卫1床	69	267	Null	https://www.airbnb.cn/rooms/13517054?previous_page_section_name=1000
安之若宿 — 核心卢湾区loft	整间LOFT	1室1.5卫1床	0	199	Null	https://www.airbnb.cn/rooms/41144143?previous_page_section_name=1000
[SH]Simple Studio-近人广/外滩/新天地-可长租	整套公寓	1室1.5卫1床	6	308	Null	https://www.airbnb.cn/rooms/37175067?previous_page_section_name=1000
「一间森林」森林阳光大床房 | 毗邻南京路步行街&外滩&大世界丨地铁沿线丨阳光和你都在的早晨	青旅单间	1室1卫1床	3	255	Null	https://www.airbnb.cn/rooms/39759477?previous_page_section_name=1000
漂 - 白花园_03 Designer Garden House位于五角场复旦大学路三室一厅loft	独立房间	1室1卫1床	10	168	Null	https://www.airbnb.cn/rooms/32676233?previous_page_section_name=1000
【雨沫】松江大学城万达工业风咖啡师1居室loft小屋（久住优惠）	整间LOFT	1室1卫2床	55	203	Null	https://www.airbnb.cn/rooms/27917663?previous_page_section_name=1000
入住徐家汇附近的Merry House公寓，可做饭看电视，近中山医院肿瘤医院，地铁肇嘉浜路东安路	PLUS	Null	55	213	Null	https://www.airbnb.cn/rooms/plus/27211555?previous_page_section_name=1000
